JABBA	put him in
===	===
LUKE	easy chewie
LANDO	whoa whoa help
===	===
HAN	chewie you okay where is he ilet us okay pal
LANDO	han chewie
HAN	lando boba fett boba fett where
===	===
HAN	lando grab it
LANDO	lower it
HAN	ilet us trying whoa whoa grab me chewie ilet us slipping grab it l lando grab grab it almost  you almost got it
LANDO	hold it whoa
HAN	gently now all  all right now easy easy hold me chewie chewie chewie give me the gun docan not move lando
LANDO	no wait i thought you were blind
HAN	it will all right trust me docan not move
LANDO	all right a little higher just a little higher
HAN	chewie pull us up come on okay  up chewie up
===	===
LEIA	come on we gotta get out of here quick
C-3PO	not my eyes artoo help quickly artoo oh ohhh you beast
===	===
LUKE	get the gun point it at the deck point it at the deck
C-3PO	artoo where are we going i couldcan not possibly jump
LUKE	come on
===	===
LUKE	let will go and docan not forget the droids
LANDO	we am on our way
===	===
HAN	i docan not know all i can see is a lot of blowing sand
LEIA	that will all any of us can see
HAN	then i guess ilet us getting better i are got to hand it to you kid you were pretty good out there
LUKE	i had a lot of help think nothing of it
HAN	no ilet us thinking a lot about it that carbon freeze was the closest thing to dead there is and it wascan not just sleepin  it was a big wide awake nothing
LUKE	i have see you back at the fleet
HAN	why docan not you leave that crate and come with us
LUKE	i have a promise i have to keep first  to an old friend
HAN	looking dubiously at lando obviously remembering his friend will betrayal and subsequent aide guess i owe you some thanks too lando
LANDO	figured if i left you frozen like that you is just give me bad luck the rest of my life so i might as well get you unfrozen sooner or later
LEIA	he means  you am welcome 
LANDO	come on would not get off this miserable dust ball
===	===
LUKE	i have meet you back at the fleet
LEIA	hurry the alliance should be assembled by now
LUKE	i will
HAN	hey luke thanks thanks for comin  after me now i owe you one
LUKE	that will right artoo we am going to the dagobah system i have a promise to keep  to an old friend
===	===
DARTH SIDIOUS	rise my friend
ANAKIN	the death star will be completed on schedule
DARTH SIDIOUS	you have done well lord vader and now i sense you wish to continue your search for young skywalker
ANAKIN	yes my master
DARTH SIDIOUS	patience my friend in time he will seek you out and when he does you must bring him before me he has grown strong only together can we turn him to the dark side of the force
ANAKIN	as you wish
DARTH SIDIOUS	everything is proceeding as i have foreseen
===	===
YODA	hmm that face you make look i so old to young eyes
LUKE	no  of course not
YODA	i do yes i do  sick have i become old and weak points a crooked finger when nine hundred years old you reach look as good you will not hmm soon will i rest yes forever sleep earned it i have
LUKE	master yoda you  had die
YODA	strong am i with the force  but not that strong twilight is upon me and soon night must fall that is the way of things   the way of the force
LUKE	but i need your help i are come back to complete the training
YODA	no more training do you require already know you that which you need
LUKE	then i am a jedi
YODA	ohhh not yet one thing remains vader you must confront vader then only then a jedi will you be and confront him you will
LUKE	master yoda  is darth vader my father
YODA	mmm  rest i need yes  rest
LUKE	yoda i must know
YODA	your father he is told you did he
LUKE	yes
YODA	unexpected this is and unfortunate 
LUKE	unfortunate that i know the truth
YODA	no unfortunate that you rushed to face him  that incomplete was your training not ready for the burden were you
LUKE	well ilet us sorry
YODA	remember a jedi will strength flows from the force  but beware  anger fear aggression the dark side are they  once you start down the dark path forever will it dominate your destiny luke luke do not do not underestimate the powers of the emperor or suffer your father will fate you will luke when gone am i cough the last of the jedi will you be luke the force runs strong in your family pass on what you have learned luke  with great effort there is  another sky sky walker
===	===
LUKE	i  had do it artoo i  had go on alone
OBI-WAN	yoda will always be with you
LUKE	obiwan why didcan not you tell me you told me vader betrayed and murdered my father
OBI-WAN	you father was seduced by the dark side of the force he ceased to be anakin skywalker and became darth vader when that happened the good man who was your father was destroyed so what i have told you was true  from a certain point of view
LUKE	a certain point of view
OBI-WAN	luke you am going to find that many of the truths we cling to depend greatly on our own point of view i docan not blame you for being angry if i was wrong in what i did it certainly wouldcan not have been for the first time you see what happened to your father was my fault anakin was a good friend when i first knew him your father was already a great pilot but i was amazed how strongly the force was with him  i took it upon myself to train him as a jedi  i thought that i could instruct him just as well as yoda  i was wrong  my pride has had terrible consequences for the galaxy
LUKE	there will still good in him
OBI-WAN	i also thought he could be turned back to the good side it couldcan not be done he is more machine now than man twisted and evil
LUKE	i  had do it ben
OBI-WAN	you cannot escape your destiny
LUKE	i tried to stop him once i couldcan not do it
OBI-WAN	vader humbled you when first you met him luke but that experience was part of your training it taught you among other things the value of patience  had you not been so impatient to defeat vader then you could have finished your training here with yoda you would have been prepared
LUKE	but i had to help my friends
OBI-WAN	and did you help them it was they who had to save you you achieved little by rushing back prematurely i fear
LUKE	i found out darth vader was my father
OBI-WAN	to be a jedi luke you must confront and then go beyond the dark side  the side your father couldcan not get past impatience is the easiest door  for you like your father only your father was seduced by what he found on the other side of the door and you have held firm you am no longer so reckless now luke you are strong and patient and now you must face darth vader again
LUKE	i  had kill my own father
OBI-WAN	then the emperor has already won you were our only hope
LUKE	yoda spoke of another
OBI-WAN	the other he spoke of is your twin sister
LUKE	but i have no sister
OBI-WAN	hmm to protect you both from the emperor you were hidden from your father when you were born the emperor knew as i did if anakin were to have any offspring they would be a threat to him that is the reason why your sister remains safely anonymous
LUKE	leia leia will my sister
OBI-WAN	your insight serves you well bury your feelings deep down luke they do you credit but they could be made to serve the emperor when your father left he didcan not know your mother was pregnant your mother and i knew he would find out eventually but we wanted to keep you both as safe as possible for as long as possible  so i took you to live with my brother owen on tatooine  and your mother took leia to live as the daughter of senator organa on alderaan the organa household was highborn and politically quite powerful in that system leia became a princess by virtue of lineage  no one knew she is been adopted of course but it was a title without real power since alderaan had long been a democracy  even so the family continued to be politically powerful and leia following in her foster father will path became a senator as well  that will not all she became of course  she became the leader of her cell in the alliance against the corrupt empire and because she had diplomatic immunity she was a vital link for getting information to the rebel cause  that will what she was doing when her path crossed yours  for her foster parents had always told her to contact me on tatooine if her troubles became desperate
LUKE	but you  had let her get involved now ben vader will destroy her
OBI-WAN	she hascan not been trained in the ways of the jedi the way you have luke   but the force is strong with her as it is with all of your family there is no avoiding the battle you must face and destroy vader
===	===
HAN	well look at you a general huh
LANDO	oh well someone must have told them about my little maneuver at the battle of taanab
HAN	well docan not look at me pal i just said you were a fair pilot i didcan not know they were lookin  for somebody to lead this crazy attack
LANDO	ilet us surprised they didcan not ask you to do it
HAN	well who says they didcan not  but i aican not crazy you am the respectable one remember
MON MOTHMA	the emperor has made a critical error and the time for our attack has come the data brought to us by the bothan spies pinpoints the exact location of the emperor will new battle station we also know that the weapon systems of this death star are not yet operational with the imperial fleet spread throughout the galaxy in a vain effort to engage us it is relatively unprotected but most important of all we are learned that the emperor himself is personally overseeing the final stages of the construction of this death star many bothans died to bring us this information admiral ackbar please
ACKBAR	you can see here the death star orbiting the forest moon of endor although the weapon systems on this death star are not yet operational the death star does have a strong defense mechanism it is protected by an energy shield which is generated from the nearby forest moon of endor the shield must be deactivated if any attack is to be attempted once the shield is down our cruisers will create a perimeter while the fighters fly into the superstructure and attempt to knock out the main reactor general calrissian has volunteered to lead the fighter attack
HAN	good luck you am gonna need it
ACKBAR	general madine
GENERAL MADINE	we have stolen a small imperial shuttle disguised as a cargo ship and using a secret imperial code a strike team will land on the moon and deactivate the shield generator
C-3PO	sounds dangerous
LEIA	i wonder who they found to pull that off
GENERAL MADINE	general solo is your strike team assembled
HAN	uh my team will ready i docan not have a command crew for the shuttle well it will gonna be rough pal i didcan not want to speak for you that will one
LEIA	uh general  count me in
VOICE	ilet us with you too
LEIA	what is it
LUKE	ask me again sometime
HAN	luke
LUKE	hi han  chewie
C-3PO	exciting is hardly the word i would use
===	===
HAN	look i want you to take her i mean it take her you need all the help you can get she will the fastest ship in the fleet
LANDO	all right old buddy you know i know what she means to you i have take good care of her sheshe will not get a scratch all right
HAN	right i got your promise now not a scratch
LANDO	look would you get going you pirate good luck
HAN	you too
===	===
HAN	you got her warmed
LUKE	yeah she will comin  up
HAN	no i docan not think the empire had wookiees in mind when they designed her chewie
LEIA	hey are you awake
HAN	yeah i just got a funny feeling like ilet us not gonna see her again
LEIA	come on general would not move
HAN	right chewie would not see what this piece of junk can do ready everybody
LUKE	all set
C-3PO	here we go again
HAN	all right hang on
===	===
ANAKIN	what is thy bidding my master
DARTH SIDIOUS	send the fleet to the far side of endor there it will stay until called for
ANAKIN	what of the reports of the rebel fleet massing near sullust
DARTH SIDIOUS	it is of no concern soon the rebellion will be crushed and young skywalker will be one of us your work here is finished my friend go out to the command ship and await my orders
ANAKIN	yes my master
===	===
HAN	if they docan not go for this we am gonna have to get outta here pretty quick chewie
CONTROLLER	we have you on our screen now please identify
HAN	shuttle tydirium requesting deactivation of the deflector shield
CONTROLLER	shuttle tydirium transmit the clearance code for shield passage
HAN	transmission commencing
LEIA	now we find out if that code is worth the price we paid
HAN	it have work it have work
LUKE	vader will on that ship
HAN	now docan not get jittery luke there are a lot of command ships keep your distance though chewie but docan not look like you am trying to keep your distance i docan not know  fly casual
LUKE	ilet us endangering the mission i shouldcan not have come
HAN	it will your imagination kid come on let will keep a little optimism here
===	===
ANAKIN	where is that shuttle going
PIETT	shuttle tydirium what is your cargo and destination
PILOT VOICE	parts and technical crew for the forest moon
ANAKIN	do they have a code clearance
PIETT	it will an older code sir but it checks out i was about to clear them shall i hold them
ANAKIN	no leave them to me i will deal with them myself
PIETT	as you wish my lord to controller carry on
===	===
HAN	they am not goin  for it chewie
CONTROLLER	shuttle tydirium deactivation of the shield will commence immediately follow your present course
HAN	okay i told you it was gonna work no problem
===	===
C-3PO	oh i told you it was dangerous here
LEIA	shall we try and go around
HAN	it have take time this whole party have be for nothing if they see us
===	===
HAN	chewie and i will take care of this you stay here
LUKE	quietly there might be more of them out there
HAN	hey  it will me
SCOUT	go for help go
LUKE	great come on
LEIA	over there two more of them
LUKE	i see them wait leia quick jam their comlink center switch
HAN	hey wait ahhh
===	===
LUKE	move closer get alongside that one get him keep on that one i have take these two
===	===
C-3PO	oh general solo somebody will coming oh
HAN	luke where will leia
LUKE	what she didcan not come back
HAN	i thought she was with you
LUKE	we got separated hey we better go look for her
HAN	take the squad ahead  we have meet at the shield generator at 0300
LUKE	come on artoo  we have need your scanners
C-3PO	docan not worry master luke  we know what to do and you said it was pretty here ugh
===	===
LEIA	cut it out ilet us not gonna hurt you well looks like ilet us stuck here trouble is i docan not know where here is well maybe you can help me come on sit down i promise i will not hurt you now come here all right you want something to eat that will right come on hmmm look it will a hat it will not gonna hurt you look you am a jittery little thing arecan not you what is it
SCOUT	freeze  come on get up go get your ride and take her back to base yes sir
LEIA	come on would not get outta here
===	===
GUARD	halt the emperor does not wish to be disturbed at the moment
ANAKIN	raising his gloved hand to the two guards and choking them with the force the emperor will see me now
GUARD	repeating vader will command the emperor will see you now
===	===
DARTH SIDIOUS	i told you to remain on the command ship
ANAKIN	a small rebel force has penetrated the shield and landed on endor
DARTH SIDIOUS	yes i know
ANAKIN	my son is with them
DARTH SIDIOUS	are you sure
ANAKIN	i have felt him my master
DARTH SIDIOUS	strange that i have not i wonder if your feelings on this matter are clear lord vader
ANAKIN	they are clear my master
DARTH SIDIOUS	then you must go to the sanctuary moon and wait for them
ANAKIN	he will come to me
DARTH SIDIOUS	i have foreseen it his compassion for you will be his undoing he will come to you and then you will bring him before me
ANAKIN	as you wish
===	===
HAN	luke luke
C-3PO	oh master luke
LUKE	there will two more wrecked speeders back there and i found this
C-3PO	ilet us afraid that artoo will sensors can find no trace of princess leia
HAN	i hope she will alright what chewie what chewie
===	===
HAN	hey i docan not get it nah it will just a dead animal chewie
LUKE	chewie wawait  docan not
HAN	nice work great chewie great always thinking with your stomach
LUKE	will you take it easy let will just figure out a way to get out of this thing trying to free an arm han can you reach my lightsaber
HAN	yeah sure
C-3PO	artoo ilet us not sure that will such a good idea it will a very long drooop
HAN	wha   hey  point that thing someplace else hey
LUKE	han docan not it have be all right chewie give  not your crossbow
C-3PO	oh my head oh my goodness
LUKE	do you understand anything they am saying
C-3PO	oh yes master luke  remember that i am fluent in over six million forms of communication
HAN	what are you telling them
C-3PO	hello i think  i could be mistaken they am using a very primitive dialect  but i do believe they think i am some sort of god
HAN	well why docan not you use your divine influence and get us out of this
C-3PO	i beg your pardon general solo but that just wouldcan not be proper
HAN	proper
C-3PO	it will against my programming to impersonate a deity
HAN	why you  my mistake he will an old friend of mine
===	===
HAN	i have a really bad feeling about this what did he say
C-3PO	ilet us rather embarrassed general solo but it appears you are to be the main course at a banquet in my honor
HAN	leia
LEIA	oh
C-3PO	your royal highness
LEIA	but these are my friends threepio tell them they must be set free
HAN	somehow i got the feeling that didcan not help us very much
LUKE	threepio tell them if they docan not do as you wish you have become angry and use your magic
C-3PO	but master luke what magic couldcan not possibly  
LUKE	just tell them
C-3PO	you see master luke they didcan not believe me just    as i said they wouldcan not whawhawhat will happening oh oh dear oh put me down heeelp master luke artoo somebody somebody help master luke artoo artoo quickly do something somebody oh ohhh oh oh oh oh thank goodness
LUKE	thanks threepio
C-3PO	i i never knew i had it in me
===	===
C-3PO	yes artoo i was just coming to that
HAN	what will going on
LEIA	i docan not know
C-3PO	wonderful we are now a part of the tribe
HAN	just what i always wanted well short help is better than no help at all chewie to wicket thank you okay
C-3PO	he says the scouts are going to show us the quickest way to the shield generator
HAN	good how far is it ask him we need some fresh supplies too and try and get our weapons back and hurry up will ya i havecan not got all day
===	===
LEIA	luke what will wrong
LUKE	leia  do you remember your mother your real mother
LEIA	just a little bit she died when i was very young
LUKE	what do you remember
LEIA	just images really feelings
LUKE	tell me
LEIA	a little surprised at his insistence she was very beautiful kind but sad looks up why are you asking me all this
LUKE	i have no memory of my mother i never knew her
LEIA	luke tell me what will troubling you
LUKE	vader is here now on this moon
LEIA	how do you know
LUKE	i felt his presence he will come for me he can feel when ilet us near that will why i have to go facing her as long as i stay ilet us endangering the group and our mission here beat i have to face him
LEIA	why
LUKE	he will my father
LEIA	your father
LUKE	there will more it will not be easy for you to hear it but you must if i docan not make it back you am the only hope for the alliance
LEIA	luke docan not talk that way you have a power i i docan not understand and could never have
LUKE	you am wrong leia you have that power too in time you have learn to use it as i have the force is strong in my family my father has it i have it and my sister has it yes it will you leia
LEIA	i know somehow i are always known
LUKE	then you know why i have to face him
LEIA	no luke run away far away if he can feel your presence then leave this place i wish i could go with you
LUKE	no you docan not you are always been strong
LEIA	but why must you confront him
LUKE	because there is good in him i are felt it he will not turn me over to the emperor i can save him i can turn him back to the good side i have to try
HAN	hey what will goin  on
LEIA	nothing i  just want to be alone for a little while
HAN	nothing  come on tell me  what will goin  on
LEIA	i i  had tell you
HAN	did you tell luke is that who you could tell
LEIA	i 
HAN	ahhh  ilet us sorry
LEIA	hold me
===	===
COMMANDER	this is a rebel that surrendered to us although he denies it i believe there may be more of them and i request permission to conduct a further search of the area he was armed only with this
ANAKIN	good work commander leave us conduct your search and bring his companions to me
COMMANDER	yes my lord
ANAKIN	the emperor has been expecting you
LUKE	i know father
ANAKIN	so you have accepted the truth
LUKE	i are accepted the truth that you were once anakin skywalker my father
ANAKIN	that name no longer has any meaning for me
LUKE	it is the name of your true self you are only forgotten i know there is good in you the emperor hascan not driven it from you fully that is why you couldcan not destroy me that will why you will not bring me to your emperor now
ANAKIN	i see you have constructed a new lightsaber your skills are complete indeed you are powerful as the emperor has foreseen
LUKE	come with me
ANAKIN	obiwan once thought as you do you docan not know the power of the dark side i must obey my master
LUKE	i will not turn and you have be forced to kill me
ANAKIN	if that is your destiny
LUKE	search your feelings father you  had do this i feel the conflict within you let go of your hate
ANAKIN	it is too late for me son the emperor will show you the true nature of the force he is your master now
LUKE	then my father is truly dead
===	===
LEIA	the main entrance to the control bunker will on the far side of that landing platform this iscan not gonna be easy
HAN	hey docan not worry chewie and me got into a lot of places more heavily guarded than this
LEIA	what will he saying
C-3PO	he says there will a secret entrance on the other side of the ridge
===	===
LANDO	admiral we am in position all fighters accounted for
ACKBAR	proceed with the countdown all groups assume attack coordinates
LANDO	docan not worry my friends are down there they have have that shield down on time to himself or this have be the shortest offensive of all time
ACKBAR	all craft prepare to jump to hyperspace on my mark
LANDO	all right stand by
===	===
HAN	back door huh good idea it will only a few guards this shouldcan not be too much trouble
LEIA	well it only takes one to sound the alarm
HAN	then we have do it real quietlike
C-3PO	oh oh my uh princess leia
LEIA	quiet
C-3PO	ilet us afraid our furry companion has gone and done something rather rash
LEIA	oh no
===	===
HAN	there goes our surprise attack
===	===
SCOUT	look over there stop him
===	===
HAN	not bad for a little furball there will only one left you stay here we have take care of this
C-3PO	i have decided that we shall stay here
===	===
DARTH SIDIOUS	welcome young skywalker i have been expecting you you no longer need those guards leave us ilet us looking forward to completing your training in time you will call me master
LUKE	you am gravely mistaken you will not convert me as you did my father
DARTH SIDIOUS	oh no my young jedi you will find that it is you who are mistaken about a great many things
ANAKIN	his lightsaber
DARTH SIDIOUS	ah yes a jedi will weapon much like your father will by now you must know your father can never be turned from the dark side so will it be with you
LUKE	you am wrong soon i have be dead and you with me
DARTH SIDIOUS	perhaps you refer to the imminent attack of your rebel fleet yes i assure you we are quite safe from your friends here
LUKE	your overconfidence is your weakness
DARTH SIDIOUS	your faith in your friends is yours
ANAKIN	it is pointless to resist my son
DARTH SIDIOUS	everything that has transpired has done so according to my design indicates endor your friends up there on the sanctuary moon   are walking into a trap as is your rebel fleet it was i who allowed the alliance to know the location of the shield generator it is quite safe from your pitiful little band an entire legion of my best troops awaits them oh ilet us afraid the deflector shield will be quite operational when your friends arrive
===	===
HAN	all right up move come on quickly quickly chewie
LEIA	han hurry the fleet will be here any moment
HAN	charges  come on come on
C-3PO	oh my they have be captured wawait wait come back artoo stay with me
COMMANDER	freeze you rebel scum
===	===
LANDO	all wings report in
WEDGE	red leader standing by
GRAY LEADER	gray leader standing by
GREEN LEADER	green leader standing by
WEDGE	lock sfoils in attack positions
===	===
ACKBAR	may the force be with us
===	===
LANDO	we are got to be able to get some kind of a reading on that shield up or down well how could they be jamming us if they docan not know if we am coming break off the attack the shield is still up
RED LEADER	i get no reading are you sure
LANDO	pull up all craft pull up
===	===
ACKBAR	take evasive action green group stick close to holding sector mv7
CONTROLLER	admiral we have enemy ships in sector 47
ACKBAR	it will a trap
LANDO	fighters coming in
REBEL PILOT	there will too many of them
LANDO	accelerate to attack speed draw their fire away from the cruisers
WEDGE	copy gold leader
===	===
DARTH SIDIOUS	come boy see for yourself from here you will witness the final destruction of the alliance and the end of your insignificant rebellion you want this docan not you the hate is swelling in you now take your jedi weapon use it i am unarmed strike me down with it give in to your anger with each passing moment you make yourself more my servant
LUKE	no
DARTH SIDIOUS	it is unavoidable it is your destiny you like your father are now mine
===	===
STORMTROOPER	all right move it i said move it go on
C-3PO	hello i say over there were you looking for me
BUNKER COMMANDER	bring those two down here
STORMTROOPER	let will go
C-3PO	well they am on their way artoo are you sure this was a good idea
STORMTROOPER	freeze docan not move
C-3PO	we surrender ohhh stand back artoo
LEIA	the code will changed we need artoo
HAN	here will the terminal
LEIA	artoo where are you we need you at the bunker right away
C-3PO	going what do you mean you am going but  but going where artoo no what artoo oh this is no time for heroics come back
===	===
LANDO	watch yourself wedge three from above
WEDGE	red three red two pull in
RED TWO	got it
RED THREE	three of them coming in twenty degrees
WEDGE	cut to the left i have take the leader they am heading for the medical frigate
NAVIGATOR	pressure will steady
LANDO	only the fighters are attacking  i wonder what those star destroyers are waiting for
===	===
COMMANDER	we am in attack position now sir
PIETT	hold here
COMMANDER	we am not going to attack
PIETT	i have my orders from the emperor himself he has something special planned for them we only need to keep them from escaping
===	===
DARTH SIDIOUS	as you can see my young apprentice your friends have failed now witness the firepower of this fully armed and operational battle station into comlink fire at will commander
===	===
JERJERROD	fire
===	===
LANDO	that blast came from the death star that thing will operational into comlink home one this is gold leader
===	===
ACKBAR	we saw it all craft prepare to retreat
LANDO	you will not get another chance at this admiral
ACKBAR	we have no choice general calrissian our cruisers  had repel firepower of that magnitude
LANDO	han will have that shield down we are got to give him more time
===	===
C-3PO	we am coming
HAN	come on come on
C-3PO	oh artoo hurry my goodness artoo why did you have to be so brave
HAN	well i suppose i could hotwire this thing
LEIA	i have cover you
===	===
LANDO	yes i said closer move as close as you can and engage those star destroyers at point blank range
ACKBAR	at that close range we will not last long against those star destroyers
LANDO	we have last longer then we will against that death star and we might just take a few of them with us
REBEL PILOT	she will gonna blow
Y-WING PILOT	ilet us hit
===	===
DARTH SIDIOUS	your fleet has lost and your friends on the endor moon will not survive there is no escape my young apprentice the alliance will die as will your friends good i can feel your anger i am defenseless  take your weapon strike me down with all your hatred and your journey towards the dark side will be complete
===	===
WALKER PILOT	look
PILOT	get him off of there
===	===
HAN	i think i got it i got it
C-3PO	oh princess leia are you all right
HAN	let will see
LEIA	it will not bad
STORMTROOPER	freeze
C-3PO	oh dear
STORMTROOPER	docan not move
HAN	i love you
LEIA	i know
STORMTROOPER	hands up stand up
HAN	stay back chewie  get down here  she will wounded  no wait   i got an idea
===	===
DARTH SIDIOUS	good  use your aggressive feelings boy  let the hate flow through you
ANAKIN	obiwan has taught you well
LUKE	i will not fight you father
ANAKIN	you are unwise to lower your defenses
LUKE	your thoughts betray you father i feel the good in you the conflict
ANAKIN	there is no conflict
LUKE	you couldcan not bring yourself to kill me before and i docan not believe you have destroy me now
